sequence,label,length
)(()()))(((((((())))())))))))),0,30
)))))()))(()()()))(,0,19
((()))()()(,0,11
(()()((()(()))()()))()(),1,24
(()(())(()()()((()())())((())))),1,32
)(())())(((),0,12
(()()((()()((((()()()))))())())),1,32
)))())()))((()),0,15
(())))((()((()()))))),0,21
(()(()()())(()((),0,17
())()))(()(())()(((())(),0,24
))()))()(,0,9
((()))(())))))((((()(),0,22
((()))))())(((,0,14
)()))()((())(())()(((((((,0,25
(()(()()()(()()()))))()()))(((,0,30
()(()())(()()(()))(())()()()(),1,30
)(()(()()(),0,11
(()()()()(())(())(()))(),1,24
(())()(((((()((())())))))),1,26
())))((()(()(,0,13
()()()()()(((())((())))),1,24
()()()())(())))))((((((()((),0,28
)()())()(()))()(()())())))),0,27
)()))(())()(()((((()))()(()),0,28
(()())((()((())))()((((()((((),0,30
)))((())(,0,9
)()((()((())()))(()(())((,0,25
)(((()())))())()(()((()),0,24
(()())(()((()())())()()),1,24
(())(())(()())()()()()((())),1,28
(()))()(()))))(((((),0,20
)(()(()(())()()))())()))(),0,26
)()))))(())(((((,0,16
()()(())))(())))()(())(((,0,25
(((((())))(())()(((,0,19
())()(())()())(())((,0,20
)(((()(())())()))(,0,18
((()))))))(((,0,13
((((())(()()))))(((),0,20
()()()((((((())()()))))),1,24
(()())(()((())(()((()))))),1,26
))))))(((()()))(((((,0,20
((()())()(())),1,14
(())(())))((((((()))()))))((,0,28
))()()((()())(()(),0,18
(((()((()((())))())))),1,22
((()()()()())))))(()()((()(),0,28
())()))())))((),0,15
()()(((())))()(),1,16
((())(()((),0,11
()((())()(())((()()()))),1,24
())()))))(()()(()((()(,0,22
(((()())))(()(())),1,18
)))())))((()))()())()))(,0,24
)))()(()))((),0,13
(((()()))((()))()())()()((())),1,30
()())))))(())(((,0,16
)))((()(()))((,0,14
())())(()()()(,0,14
))))(((()))(,0,12
((()))(((())()(()()))),1,22
((())()()()())(()()())()()((())),1,32
))))(()((((,0,11
()(((()((())))())(())),1,22
)())())((((,0,11
)())(()(())((())))((((()),0,25
()())))))()()())(((())()))),0,27
(((())((()(()()))(()(,0,21
()(()))((()()),0,14
(((()))()())((())(())),1,22
)((()(())())),0,13
()((()())(((())(()(((()(((()(,0,29
)))()((())))((()),0,17
)(((()())())()(,0,15
)((()(())))(()))))(()())()((((,0,30
))(()()(())(,0,12
()((()))(()(()))()(())(),1,24
((()((()())(()()))))()(()),1,26
))(())))((())(),0,15
)))(()(()()))()(((())))(())((()(,0,32
()()()))(()))))()((()((()()()(),0,31
)(()))(())),0,11
))(((()()))(,0,12
)(((())(()))((())))(()),0,23
(()(())(()))())(()()(())(()))(,0,30
)(())()))()(()))))((((),0,23
)))())()(()(((())))(((()())((),0,30
()()()(()())()()()((()))(()),1,28
()()()((()(()())))()(()),1,24
())(())(,0,8
)((()(()))((),0,13
)(())()(((),0,11
()()(()()()()((())))(())()(())(),1,32
()((()())))()((()),0,18
(()((((()))()((,0,15
(((()())(()()(())()))),1,22
())()))()()()()(()))())(((,0,26
()(())()()()()()()()()((())()),1,30
((()(()()())(())())),1,20
()((()))()()()()((())),1,22
(((()))((()((()))(())))),1,24
(()())(())(()(((()(()()))))),1,28
)()()()))())(((()(,0,18
()((((()()()(())())))),1,22
(()((())()((((()((),0,19
()()(())(()())(),1,16
()(((())))(((()(((()())))))),1,28
((()((())()((()()(),0,19
((())(((((()((())(()(((()())),0,29
()()()(())(())()(())(),1,22
)(()()()()(()()())())(((()()),0,29
(((((()(()(()()))((()(())))))))),1,32
((()))(()(()()))(()),1,20
(((())())))))((((),0,18
()()((((()))()))(),1,18
(()())()(()())(),1,16
()()()()()(())()(((())(()))),1,28
(())(()(())(()()())(())),1,24
()()))()()(()()())(((()))((,0,27
(((()()())())))()))())(())))))),0,31
()(())(()()(()()(()())())())())(,0,32
(()())()((()()))()()(())(()()),1,30
(())(())()(())()()()((())),1,26
)))))()(()(()()()((((())(),0,26
((())(()())())()()(())(),1,24
()(())((((((()()))())))),1,24
()(((())()())()()),1,18
(())))(()(()())(()()(,0,21
)()))(())(())))(,0,16
()()()((())((()(())))),1,22
(((())()(()())()()((()))()))(()),1,32
()()(()())()()()()((()))()(),1,28
(())()(()()()())()()()()(()),1,28
())()())())(()()))(()(((),0,25
(((())()))(())(((())))((()(()))),1,32
()(()(()())),1,12
()()()()((((())(()())((()()))))),1,32
()((((())())())()()),1,20
()()(((())()()((())))),1,22
()((()()()()(()))),1,18
(())((((()()))(()))),1,20
()(())()()((((())))),1,20
()((()())())(())()(())()()()()(),1,32
()()()(((())())((())()))()(),1,28
(())(())((()))(())()(),1,22
())()(((()())),0,14
((()((((())((())))()())()())),0,29
)())((((())(((),0,15
()(()(()((((((((())()()()((,0,27
((()()))(()())))()))()(((())(((),0,32
(())(()()()())(())(((()()()()))),1,32
()()()(())(((())())),1,20
()(())(((()()()))()((()))),1,26
()()(((()))()((()()(())))),1,26
)((()(()(()())(()()()())),0,25
))(()()()())))(())),0,19
()))))((()))((((())(()()),0,25
((())))(())((()),0,16
(()())()()()()()(()(()))(),1,26
((()()))()(()()(((,0,18
(()((((()(()))(((()()))))))),1,28
(()()()()(())()(()())((()()))),1,30
()(())()(((()((())))()))()((())),1,32
((()(()())()))()(())(()((()))),1,30
((()(((()()(()())()))))),1,24
))))(((((())))((,0,16
(()(()()))()()()()()()()(),1,26
)))(((((((()))()((,0,18
()()()()()()()((()())),1,22
(()))(((()))(,0,13
)((())(()()(())),0,16
()()()(())(((((()))))),1,22
)(()))()((())(()()((),0,21
(()))()())))(())(()))()))(),0,27
(((())()))()(())()()()()(),1,26
()((((())(()()()))(()))),1,24
()(())()(()((()(((())))))),1,26
))((()()(())(()))((()()()),0,26
()()(())()()()((()))()(())(()()),1,32
()(()()()((,0,11
((())()())()(()(()())),1,22
(()()()((()()(())()()())()((()),0,31
())))()(()((()(())()()(()(()(((,0,31
)((()(()))))))()()())(()))),0,27
)((())))(((()())))())()((,0,25
)()(()()()(())()))())((((),0,26
()()((())()))()((),0,18
)(())))(((((()()()),0,19
(((((()))))(()())),1,18
()(())()(())(((())(()(())()))),1,30
)(()(()()())()()()))(()(,0,24
()()(())()()(()())((()()())),1,28
()()((((()))()()())((((()))))),1,30
)()())(((,0,9
()()()((())(()(((()()))))),1,26
()((()))(((())))(),1,18
()()(()))()())(((()()(()())),0,28
(()(())()())(()())()()()()()()(),1,32
(()())()((())(())(()())),1,24
)((()()(()())())())((),0,22
(((())()())())()(())(),1,22
()(())))(())()()))((()(((),0,26
((()()))))((())()(()(((()),0,26
(()()(())()())(()(()))()(),1,26
()())()))))))(())(),0,19
())()())))((((()()())((())),0,27
(())()(((())))()()(),1,20
()((())((((()))())())),1,22
()(())(())((()))()()(()),1,24
)()(()()))(()))(()()((,0,22
)(()))()))(((((()()(,0,20
(((()()(()(()()(())))))),1,24
()))))))((()()()))()((()(()((((,0,31
)))(())))((())((()((,0,20
(()((()))((((()(()(())())))))),1,30
()()(()(()))()(())()()()(),1,26
(())()(()(()())()(())(())),1,26
)())()))())((((((,0,17
)))())(((()(,0,12
()(())(()())(()(())),1,20
(()(()(()))())),0,15
()()(())(()(()()))(),1,20
)))))()())())()(),0,17
()()(())((()((()))())((()())())),1,32
()((()()()(((()())))))(())(),1,28
()(()())()()()()(())((()())),1,28
(()()()((((((()))))))),1,22
((((()()((()(,0,13
()))()()((()()()()((()()))(()),0,30
)(()()(()())(()()(()())((())(,0,29
()(()((()))(()((((()(()))))))),1,30
(()())(()((()()()))))(),0,23
()(((()(((()())())))())),1,24
)(()(())))))(())(()(()((,0,24
()((())(()))((())),1,18
(((()())())(())()()()()()),1,26
)((()(())))(,0,12
))()(()))))))()(()))(((,0,23
(())((((((((())()))))))()),1,26
()(()()())()(()())()()(()),1,26
((()))(()()(()((((())))))),1,26
)())()))))))(,0,13
)()(((((()(()((,0,15
))))())(()(()(()((,0,18
()(())))())(((()())()(,0,22
()))())(((()(())))((,0,20
()(())((()()))((((()))))((())),1,30
()(())(())()()(())(())((()())),1,30
())(()))()))(()((()()(()()))((),0,31
)(((()()(()()))))(,0,18
()(())()()(())(),1,16
)))((())))))()))))()(,0,21
()(()())((()())()((()((((,0,25
(()(())()((()()()()()()))),1,26
()((((()(())()(())())))),1,24
(()(()(()((()())()()))())),1,26
)()(((())))((((()))))()(()(),0,28
(((()))()(())(()()()(())))((())),1,32
())()(()(((((((()()()()())),0,27
(()(((()((()))())))),1,20
(()()()()(()))(),1,16
)))))((((((()))())(((((())())()),0,32
()()()()()()()((())(()(((()))))),1,32
((()()))()()(()(())),1,20
()()(())()(())(,0,15
()()(())(((((()))()))(()))(),1,28
((()(((())))())),1,16
()()()()()(),1,12
((()()))))()()(()((()()()(()))(),0,32
()(((())())(()))(()()()()(())),1,30
(()((((()))((()()))))),1,22
(())(()(),0,9
)()(()))()()()()(()()((,0,23
(())()()((((((()(())()())))))),1,30
(()((())((((()(()))))))),1,24
()((())))(())())())(()()),0,25
)((())())())((((()(,0,19
(())()(()()(())((((())()())))),1,30
()(())((()()))((()()))(),1,24
((()()()()))()()()()(),1,22
()()()((()((())()))())()(())()(),1,32
(())()()()(()))(()(())(),0,24
()((((((((()())())())((()),0,26
()()((()((()))(()()())()))()()(),1,32
()((()))()(()(()))()(),1,22
(()())))((((()))(,0,17
(()()())((((((()(()))))))),1,26
)(((((()(()))),0,14
()()()()((())())(())((()()())),1,30
()((((())())(())(,0,17
(((()))(())(((()(((())()((),0,27
(()()()()))(()((((())((()))((,0,29
(((()()())(((()(((((())))))))))),1,32
)())(()))()((()(,0,16
()()()((((()(((((())(()))))))))),1,32
(()())()(((())((()()()((())))))),1,32
))))(())))())((()(((((,0,22
))))))()(()()((((()(()))),0,25
((()(()((((()))(((())))))))),1,28
((()(((((()))((,0,15
()(()(()(())))()(())((())),1,26
)))())()())())))(())()()),0,25
)))((())())()())())((,0,21
()((()))(())()(()),1,18
())))))(,0,8
()((())((()))((()))))))((((((,0,29
))()((((()()))(()),0,18
(((((()))(()((((((()(((,0,23
)()())(((()((((())))))()))()((,0,30
)))())())((())()()((((()(()))(,0,30
()()((())((())))(()),1,20
(())()()()()()(((((())))))()(()),1,32
(((()()()())()()(()(),0,21
()(()())(()())(()((()(())))),1,28
)(()(())))(()()(()(()())))(,0,27
()()()()(()((())(()(()))))(()),1,30
)()()((()())()()()(),0,20
(()(()))()()()(()(())),1,22
(()())(((()(()))))()(),1,22
((((())))()())(())(()),1,22
(())()()()((())(()()(()))),1,26
)())(()())(((()))((((()))((,0,27
(((())(())()()))(),1,18
))((((()()),0,11
((()))((()((()(()))()()((((,0,27
)()))()())())(()(((,0,19
))))(()()(())())()()((())((,0,27
()(())(()()())()(())()(((()))),1,30
()()(((())))()(()((())(())())),1,30
())()()())())(()())))())(())),0,29
(()()())())))(((()))())()))()(),0,31
(()((()))()())()()()(),1,22
(()()()()))()()))))((,0,21
)))(())((()))))()()(()(()))((()(,0,32
()))()))))))(())))())(()(())()),0,31
(((((()()()))(())))),1,20
))()())(((()()()()))((),0,23
(())(())(()())()(()()),1,22
)))((())))())((((()()(((())),0,28
)()())())(()(()((()(()(())))())(,0,32
(()()((())))()(((((()()(((()(,0,29
()((())(()((()(())))()((())))),1,30
)())())()))(())()))((),0,22
(()((()(((()))())())(((((),0,26
()))))))),0,9
))()))))((()()))(()()()()((()(((,0,32
)(()(()()(())((())()))()(),0,26
(((())))(((())((()()())))),1,26
(())()((()()))(())()(()(())),1,28
(())()()((((())))((()((()))))),1,30
(()())((((((((())))))))),1,24
)()))(()))())))())()(()()((,0,27
))())()()()))))(()))))(())())(),0,31
()))(((()))(()(()),0,18
())))(((()))((,0,14
()((())((())(()))(())())(()()),1,30
()()(((()(()))())),1,18
()((((()()))()))()()(),1,22
)(())()()(((())))(,0,18
((()((()))))(()())()()()(()()),1,30
)((()))))())()(()((((()()()),0,28
((())())(()()(())),1,18
)()(((()()())()))))(()()((,0,26
(((((((()(()(((()))()))))))))),1,30
()()((((()())(((())))))),1,24
(()(()((((())()()))))),1,22
)))(()(((((()))))(),0,19
(())((())())((()()()))((())(())),1,32
(())(((()((((((()))))))))),1,26
()((((())))((()))))()(,0,22
(())())())(()))()))((,0,21
)(()))(()(,0,10
()()()(())((((((()()(()))))))),1,30
((()))()(()()(())),1,18
()(()((((())))))()(()()())((())),1,32
(()())(())()()()()(())()(),1,26
()()(()(())(()))(),1,18
(()((())))()()(()())()(),1,24
(()()()(,0,8
()(()(())()()()()),1,18
((()()))())))((()))((((,0,23
((()(())())((()))),1,18
()((()))((())())())()(,0,22
((((((((()(())))))(()))))),1,26
(((((()(((()()())))))))),1,24
()(()())((()()))))),0,19
())))()((())()))(((((),0,22
)(((()(()()(())(()),0,19
(((((()()(((),0,13
()((((())((()())()())))),1,24
()(((())())())(()),1,18
((((())()())()))))),0,19
)(())(()((()))()())))(((()(),0,28
(((()))((()((()(())))))()),1,26
()(((((())))()()()())))()()(,0,28
(())()()((())((()))),1,20
())((())(()())))())))(()(()((((,0,31
((())(())((())())),1,18
()(())(())()()()((((((())))))),1,30
((()(((()(()(()))))))),1,22
()))()))()(((()))))(())((,0,25
()()(())(())((())),1,18
()()(())()(())(())(())()()()(),1,30
((())())(())()()((((())())))(),1,30
(()((()()()(()))()((())(())))),1,30
()(()()(()))(()()(()()((())()))),1,32
()()()()()()()(()())(()),1,24
((()((()))())),1,14
((())()())()(()),1,16
(((())())))))((()(()(,0,21
)(())(()())(,0,12
()(()())(()))(())(())()(()))((,0,30
()()()()((((()())()))),1,22
)))((()()((()),0,14
())((())((()())()))())()))(,0,27
)))((()())()((),0,15
)()())()((),0,11
(()()(())))(,0,12
()((((((())()())()()))))(),1,26
()()((()())(()()((())))),1,24
(()())(((()))()),1,16
(())((((()))))()(()())(())(()),1,30
()()((())(())())(),1,18
(())()()((())(()(())))((((())))),1,32
(()))(()))())()(((()))())(),0,27
((()(())()))(()))()((),0,22
(((((()()()()(()))()()()(()))))),1,32
()((())())(())()()()(),1,22
((()()))((((((()()(())())))))),1,30
()((()))()()((((()))))()(()),1,28
)(())())(()(())()),0,18
)((())))),0,9
(((()(((())())))()((())))(())),1,30
(((()())),0,9
(())()()(((()()))),1,18
)((())()))())((()())))()))()(,0,29
()()()(())()()(((()()))),1,24
)(((())()((()(()()()((),0,23
()()(()(()(())))(()()())()(),1,28
()(()(()()(())((((())))(())))),1,30
)()()()))(()()(())(((((())())))(,0,32
)))()(()(())(()((())),0,21
())((()))))))((()()(((,0,22
((())))))))(((((())()(,0,22
(((()))()(()))(()()),1,20
))(()(((())(((())((())(((()(((,0,30
(((((())))())())()()))()())((,0,29
(()())(()())()(())()()()((())),1,30
()(())()()))))))()()(())()((),0,29
((((((())())(((,0,15
()((((()()))))(),1,16
()()())()())(((((())(())(,0,25
)))((()))))()(()())())),0,23
)(()))()(((())()()())(,0,22
((()))((()(((()()))))),1,22
))()())())))()))(,0,17
))))(())),0,9
(()()((())))())(,0,16
(())(()()(())())(())(),1,22
)))(()(((())((((()(()))(()),0,27
())())())()())()((((,0,20
()()((())())()()()(())(),1,24
(())()(((())))(()()),1,20
((((((()()))(()()((())())))()((,0,31
((())))((()))())((()))()(((),0,28
(((((()())((()()((()))())()))))),1,32
()()()(()((((()())))))()(),1,26
()((()((()(()()()))))),1,22
)())()())()())()(()()(),0,23
(())((()))()(()())(((()))),1,26
()(((()(((()())))()((((()))))))),1,32
(()()())(())((())),1,18
()()((()(())))()()(()),1,22
(()))))()(()))((((,0,18
()((()))(())()(())(),1,20
))(())(())(()()(,0,16
()(())()()((((((()((()))))())))),1,32
)(()())(()()()(()))(,0,20
(()())(()()()()(()())((()))),1,28
)()))()((((()))()())((,0,22
()()(())(((()(()(()))))),1,24
(()()(()(((()()(())))))),1,24
()()((()))(()()))())(()))(()((,0,30
)((()))()))((()(,0,16
()())))(())))))))()(((()(((,0,27
((()((()()(()))(((()()))()())))),1,32
())(())()))))(()((((((()),0,25
()()((())((()())(()))),1,22
(())()(((()())))()((())),1,24
)((((((()())((((()))),0,21
(((()))(()())()(())()),1,22
()(())(())(()(()))()()(),1,24
((()(())()()(()())()))()()(),1,28
))()))())()((()(()((,0,20
(())(((()(())((()))()))),1,24
()))((()()))(())(())()),0,23
()()((()(())())()),1,18
)())((()()((()))(),0,18
)(()(()))))(((((()),0,19
(((((()))()(((())))))),1,22
(((())))(((()))(())),1,20
()()()()((()(((())(()))))),1,26
(((((())())())()))()(),1,22
)))()((()(())(()()())(,0,22
))))(()(()((((((()))))())()),0,28
)))))(()((((,0,12
)()()))()(,0,10
()()(()(((()(()))(())))),1,24
()()(()(()()())),1,16
()()(((()))())(())()((()(()))),1,30
)())())))()))()()()())())))(()(,0,31
()))()(((())())(()((())))(,0,26
)(()))(()()((),0,14
(((())))()((((())))),1,20
()()((()((()(()))((()))))),1,26
(()())((((())()))),1,18
()()((()((()))()))()(()),1,24
(())(()(())()()())(),1,20
()(()(()())))))))((()(((,0,24
(())(()())((()())),1,18
(()((((())())))(((()(())))))()(),1,32
)(((())))()(())()(((((()()()(,0,29
))(()((((()()))((((()()))))))(,0,30
(())()()(()(()))()(())(()),1,26
(()(()))(())()((()))(((()))),1,28
()))(()())((((()))()(()((((()(),0,31
()((()(()())())((())((())()))),1,30
)))(()()((((,0,12
))))((())())((()(()(,0,20
(((()(()(((()()()()))()()))))),1,30
)(()()())()((((())))()(),0,24
()((((((((())))))))),1,20
((()()))((()()(())()()()())(())),1,32
((()()(()))))(()()))(((())(),0,28
()(((()(()())((()()()((()))))))),1,32
()())((()()))(),0,15
())()((((()))())(),0,18
((()))(()(())(()(()()))),1,24
())))())(()())()))(((()((()()(),0,31
((()))()()(())()(())(),1,22
)())()((())()((((),0,18
()()((()))((((()(()))))),1,24
(()(())((())()))(()(),0,21
()()(())((())())()()((((())))),1,30
()((((()))))((()())((((())())))),1,32
(()())))(())(((((,0,17
(((()))(())((((,0,15
())))))(()((()((((()())),0,24
()())))())((((()(())()(),0,24
))((()(())(()()())(),0,20
()(((())(()()())()))()((())),1,28
(()(((((()(((())(()))()))))))),1,30
()()((())((())((())))),1,22
(()()())()()(()),1,16
()(((())())))))))(()((()(()(()(,0,31
))()))()))()(((,0,15
)(()))())))(((((),0,17
)((((()()(((())(()(,0,19
((()()))()()(()()((()))),1,24
()(())(()(((()())))),1,20
(()))))))()((()())((()((,0,24
()()()(()((()()(((())(()))())))),1,32
(())))())(())(((())((()))()()(,0,30
()(((())())(())),1,16
(())((()()))(()()()(())),1,24
)((()((((,0,9
()(((())((())(())()))),1,22
()()()()((())((()(()(()))))),1,28
(())(()()())()((()((())))),1,26
))((()())())(,0,13
()(()))()((()(())(()(())((((),0,29
()()()((()))(()(())),1,20
((((((())()())(()))))),1,22
))))())(((),0,11
()()(()(())((((()((())())))))),1,30
((((()()((())))((()()())()())))),1,32
((((((()())()((()((()))))))))),1,30
((((((()(()))))())()((()))(,0,27
()(()((()((()()))))),1,20
()(((()()()(())())(()))),1,24
(())()(((())()))((()())),1,24
)))(())))))(((((()((((()(((,0,27
()()()(((())())()),1,18
(())()()(()())()(()()(())()),1,28
))())))(())(()())())(,0,21
()())(()(),0,10
(()((((())(()))))()(()())())),0,29
)))()()))()))())())))((),0,24
()(()()()(((()()()((((())))))))),1,32
)(()()(())())())()(()))()()((,0,29
())))(())))()())()((()(,0,23
()()(()(((())))(())),1,20
(()()(()))(())()(((()))),1,24
()(()((()))())(())((((())))),1,28
))))()(()))((())(()())(())(,0,27
)())))))))())((((((,0,19
(()))()))((()))(()((,0,20
()()(())()(((())())),1,20
(()()())())))(,0,14
()))())),0,8
((((())((()))()))),1,18
(()())()(()(())()),1,18
()()()()(())()(((((()))))),1,26
((())()(()())())(())()()()()(()),1,32
()(((())(()(())()(()(())())))),1,30
((()))()()((((()))())),1,22
((((()(((,0,9
)))((()((()(()(()),0,18
(())(((((()))))),1,16
(()(()()))(())(()),1,18
)())(()))())(()(()((),0,21
()(()((()())())())(),1,20
)())((()(())))((,0,16
(()(((()(((()()))))))),1,22
)())((()(()))()(,0,16
()(((())(()(()),0,15
()(())()(()(())())((())(()())()),1,32
()()()()(())()((()))(()(()())),1,30
(((()(()()))))())(),0,19
()()(())(())()()((())()),1,24
()((()((((((()(()))))))))),1,26
()))))(())((())))()(()(((,0,25
(()((()())()(()))),1,18
)())()))))(((,0,13
(((()()()))())()(()),1,20
)())()())()))(((()()),0,21
(()((())(()())(()()()()()))),1,28
(((()((((()(()(((()((,0,21
(()()(()(())())((()))),1,22
((()()()))(((((((,0,17
()((()(())((()()()(((()))))))),1,30
)()(((()(())(()())),0,19
()(())((()))(((()))()())()(),1,28
())(())))()()((()((),0,20
(((((((())))())()()))())(()(),0,29
))))))(()(),0,11
)()(()))()()(()(),0,17
()((((())())(((()()()((()))))))),1,32
((()))((((()))((())))),1,22
()()()(())(()())(())()()()(())(),1,32
))())()())((()))))()()))())))(((,0,32
)()((((()))(())))),0,18
()()()(()(()(((()))))),1,22
(()()((()(()())()()))()),1,24
())(()())())(((())())()(()()()(),0,32
())(((()))))(()((()())((())))((),0,32
))))))))))()(()(()((()(,0,23
)()(()(((())))),0,15
((())())(((()())()))(),1,22
()()((())(())()),1,16
()(()(()))(()()())()((())(())),1,30
